split,roboflow_filename,game,clip,frame_name,frame_id,width,height,tracknet_visibility,tracknet_x,tracknet_y,tracknet_status,matched_tracknet,ball_xmin,ball_ymin,ball_xmax,ball_ymax,ball_cx,ball_cy,player_count,player_boxes,court_1,court_2,court_3,court_4,court_5,court_6,court_7,court_8,court_9,court_10,court_11,court_12,court_13,court_14,selected_orientation,direct_error,mirrored_error,selected_error,orientation_margin
train,game2-Clip2-0138_jpg.rf.2c6d53662194eba42f6393ff88259dd7.jpg,game2,Clip2,0138.jpg,138,1280,720,1,687,300,0,1,680.0,293,694.0,307,687.0,300.0,2,"463.000,69.000,525.000,173.000|664.000,505.000,794.000,670.000","374.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,195.000","636.000,195.000","855.000,195.000","346.000,422.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,573.000","1092.000,573.000",mirrored,94.0,0.0,0.0,94.0
test,game2-Clip2-0139_jpg.rf.2e0ef9c727a2444c9c923751290902e7.jpg,game2,Clip2,0139.jpg,139,1280,720,1,713,329,0,1,706.0,322,720.0,336,713.0,329.0,2,"464,75,528,174|687,504,813,672","375.000,128.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,420.000","181.000,574.000","295.000,574.000","978.000,572.000","1093.000,572.000",direct,0.0,146.0,0.0,146.0
train,game2-Clip2-0140_jpg.rf.3899205914c54e46fe650e06cfb292ea.jpg,game2,Clip2,0140.jpg,140,1280,720,1,737,358,0,1,730.0,351,744.0,365,737.0,358.0,2,"464.000,74.000,536.000,175.000|711.000,505.000,826.000,672.000","374.000,129.000","440.000,129.000","833.000,128.000","899.000,128.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","182.000,574.000","295.000,574.000","978.000,573.000","1093.000,573.000",mirrored,194.0,0.0,0.0,194.0
train,game2-Clip2-0141_jpg.rf.3bfa57b3561ecf0f7cfcd70f71d8f57b.jpg,game2,Clip2,0141.jpg,141,1280,720,1,766,392,0,1,759.0,385,773.0,399,766.0,392.0,2,"467,78,534,175|719,505,823,672","374.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,195.000","854.000,195.000","347.000,422.000","636.000,421.000","928.000,421.000","182.000,574.000","295.000,574.000","978.000,573.000","1092.000,573.000",direct,0.0,252.0,0.0,252.0
train,game2-Clip2-0142_jpg.rf.01c5f08bf7ec784d003d967a534b083a.jpg,game2,Clip2,0142.jpg,142,1280,720,1,790,427,0,1,783.0,420,797.0,434,790.0,427.0,2,"476.000,79.000,536.000,176.000|724.000,502.000,836.000,672.000","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,573.000","1093.000,573.000",mirrored,300.0,0.0,0.0,300.0
train,game2-Clip2-0143_jpg.rf.3d7443f2b89ff1039f36c6396e2d52dc.jpg,game2,Clip2,0143.jpg,143,1280,720,1,821,463,0,1,814.0,456,828.0,470,821.0,463.0,2,"480,79,542,178|735,500,847,669","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,573.000","1093.000,573.000",direct,0.0,362.0,0.0,362.0
train,game2-Clip2-0144_jpg.rf.c9ca713ca0e51006c805cb31d9e44d9b.jpg,game2,Clip2,0144.jpg,144,1280,720,1,840,466,2,1,833.0,459,847.0,473,840.0,466.0,2,"488,79,545,177|752,498,860,662","375.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,573.000","1093.000,573.000",direct,0.0,400.0,0.0,400.0
train,game2-Clip2-0145_jpg.rf.f6483bbda3110871fc0af8e06bcc8350.jpg,game2,Clip2,0145.jpg,145,1280,720,1,862,473,0,1,855.0,466,869.0,480,862.0,473.0,2,"495,79,549,180|798,500,867,660","375.000,128.000","440.000,128.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,194.000","346.000,421.000","636.000,421.000","929.000,421.000","181.000,574.000","295.000,574.000","979.000,573.000","1094.000,573.000",direct,0.0,444.0,0.0,444.0
valid,game2-Clip2-0146_jpg.rf.be7c59435446d8fbcab8f34b8a5c7f62.jpg,game2,Clip2,0146.jpg,146,1280,720,1,882,478,0,1,875.0,471,889.0,485,882.0,478.0,2,"494,80,551,185|802,504,900,660","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,484.0,0.0,484.0
train,game2-Clip2-0147_jpg.rf.e688b3fdf8382a4403a4eb6ac2bb3b06.jpg,game2,Clip2,0147.jpg,147,1280,720,1,904,487,0,1,897.0,480,911.0,494,904.0,487.0,2,"500.000,80.000,556.000,186.000|812.000,505.000,910.000,662.000","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,573.000","1093.000,572.000",mirrored,528.0,0.0,0.0,528.0
train,game2-Clip2-0148_jpg.rf.3e74189b068960a24f36885ef495d022.jpg,game2,Clip2,0148.jpg,148,1280,720,1,926,496,0,1,919.0,489,933.0,503,926.0,496.0,2,"507,82,561,189|811,507,926,659","375.000,129.000","440.000,129.000","833.000,128.000","899.000,128.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","977.000,573.000","1092.000,573.000",direct,0.0,572.0,0.0,572.0
valid,game2-Clip2-0149_jpg.rf.d507c2bf5743235b2aab80dde0fe8276.jpg,game2,Clip2,0149.jpg,149,1280,720,1,947,509,0,1,940.0,502,954.0,516,947.0,509.0,2,"517,82,564,189|813,506,959,658","375.000,128.000","441.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","180.000,574.000","294.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,614.0,0.0,614.0
train,game2-Clip2-0150_jpg.rf.2faf3a2f6679f8178722f99de9e1b573.jpg,game2,Clip2,0150.jpg,150,1280,720,1,970,523,0,1,963.0,516,977.0,530,970.0,523.0,2,"526,83,567,190|821,507,979,669","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,421.000","928.000,422.000","181.000,573.000","295.000,574.000","978.000,575.000","1093.000,575.000",direct,0.0,660.0,0.0,660.0
train,game2-Clip2-0151_jpg.rf.22abf8543e4d8538c3c59de7af878e3f.jpg,game2,Clip2,0151.jpg,151,1280,720,1,994,538,0,1,987.0,531,1001.0,545,994.0,538.0,2,"530,83,571,189|837,506,998,671","375.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,422.000","928.000,422.000","181.000,574.000","294.000,574.000","978.000,575.000","1093.000,575.000",direct,0.0,708.0,0.0,708.0
test,game2-Clip2-0152_jpg.rf.2402502be4bb8363e64a76749da305e3.jpg,game2,Clip2,0152.jpg,152,1280,720,1,1016,554,0,1,1009.0,547,1023.0,561,1016.0,554.0,2,"534,85,577,187|855,511,1000,671","375.000,128.000","441.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,421.000","929.000,421.000","180.000,574.000","294.000,574.000","979.000,575.000","1094.000,575.000",direct,0.0,752.0,0.0,752.0
train,game2-Clip2-0153_jpg.rf.bb1810c3060557847dfcf92ac8902796.jpg,game2,Clip2,0153.jpg,153,1280,720,1,1039,572,1,1,1032.0,565,1046.0,579,1039.0,572.0,2,"538.000,83.000,587.000,190.000|882.000,509.000,1000.000,669.000","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,421.000","929.000,421.000","181.000,574.000","295.000,574.000","979.000,575.000","1095.000,575.000",mirrored,798.0,0.0,0.0,798.0
train,game2-Clip2-0154_jpg.rf.deced39380660dcbefdb6302d37e6889.jpg,game2,Clip2,0154.jpg,154,1280,720,1,1010,518,0,1,1003.0,511,1017.0,525,1010.0,518.0,2,"540,84,599,191|914,502,1001,668","375.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","346.000,421.000","636.000,421.000","930.000,422.000","181.000,574.000","295.000,574.000","980.000,575.000","1095.000,575.000",direct,0.0,740.0,0.0,740.0
train,game2-Clip2-0155_jpg.rf.c823a7994d622f1744098d9e925594f2.jpg,game2,Clip2,0155.jpg,155,1280,720,1,980,467,0,1,973.0,460,987.0,474,980.0,467.0,2,"544.000,85.000,609.000,194.000|925.000,500.000,1010.000,670.000","376.000,128.000","441.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","634.000,422.000","926.000,422.000","180.000,574.000","293.000,574.000","974.000,574.000","1089.000,574.000",mirrored,680.0,0.0,0.0,680.0
train,game2-Clip2-0156_jpg.rf.5ed0fcc03fa7107018fcc067d7f137a2.jpg,game2,Clip2,0156.jpg,156,1280,720,1,961,428,0,1,954.0,421,968.0,435,961.0,428.0,2,"548,90,614,197|934,497,1021,669","375.000,129.000","441.000,129.000","834.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,422.000","634.000,422.000","926.000,422.000","181.000,574.000","294.000,574.000","973.000,574.000","1088.000,574.000",direct,0.0,642.0,0.0,642.0
train,game2-Clip2-0157_jpg.rf.be45b8e300cb155a0da526536582b296.jpg,game2,Clip2,0157.jpg,157,1280,720,1,936,389,0,1,929.0,382,943.0,396,936.0,389.0,2,"550,91,620,197|946,496,1034,669","375.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","346.000,421.000","636.000,421.000","929.000,421.000","181.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,592.0,0.0,592.0
train,game2-Clip2-0158_jpg.rf.bee8eee91ad62d02460ce118c1066af3.jpg,game2,Clip2,0158.jpg,158,1280,720,1,919,356,0,1,912.0,349,926.0,363,919.0,356.0,2,"551.000,96.000,625.000,198.000|950.000,499.000,1046.000,675.000","375.000,129.000","441.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","294.000,574.000","978.000,574.000","1093.000,574.000",mirrored,558.0,0.0,0.0,558.0
train,game2-Clip2-0159_jpg.rf.e2f6707f1ecd1a8b375ddfbecef31b57.jpg,game2,Clip2,0159.jpg,159,1280,720,1,904,329,0,1,897.0,322,911.0,336,904.0,329.0,2,"554,98,630,198|956,500,1068,678","375.000,128.000","441.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","346.000,421.000","636.000,421.000","929.000,422.000","180.000,574.000","294.000,574.000","979.000,575.000","1094.000,575.000",direct,0.0,528.0,0.0,528.0
train,game2-Clip2-0160_jpg.rf.b210d7acb57ecf91fde435f33cd40e5b.jpg,game2,Clip2,0160.jpg,160,1280,720,2,886,304,0,1,879.0,297,893.0,311,886.0,304.0,2,"555,100,631,199|966,504,1088,680","375.000,128.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","294.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,492.0,0.0,492.0
train,game2-Clip2-0161_jpg.rf.bdbbd5398db7a8909a3f3bc360ae8ef4.jpg,game2,Clip2,0161.jpg,161,1280,720,1,870,282,0,1,863.0,275,877.0,289,870.0,282.0,2,"556,99,633,199|974,506,1105,682","375.000,128.000","441.000,128.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","180.000,574.000","294.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,460.0,0.0,460.0
train,game2-Clip2-0162_jpg.rf.4d32544e1c57a02ae29cfb7e40dd9af5.jpg,game2,Clip2,0162.jpg,162,1280,720,1,859,264,0,1,852.0,257,866.0,271,859.0,264.0,2,"557.000,100.000,635.000,199.000|976.000,510.000,1114.000,683.000","375.000,128.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","346.000,421.000","636.000,421.000","929.000,421.000","181.000,574.000","295.000,574.000","979.000,574.000","1094.000,574.000",mirrored,438.0,0.0,0.0,438.0
train,game2-Clip2-0163_jpg.rf.d608fde5689226fbdcd88c15cfdc679c.jpg,game2,Clip2,0163.jpg,163,1280,720,1,846,246,0,1,839.0,239,853.0,253,846.0,246.0,2,"563,98,645,199|988,515,1114,684","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","347.000,421.000","636.000,421.000","929.000,421.000","181.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,412.0,0.0,412.0
valid,game2-Clip2-0164_jpg.rf.5587beb7d4ab42e3be10dca537eb1092.jpg,game2,Clip2,0164.jpg,164,1280,720,2,836,234,0,1,829.0,227,843.0,241,836.0,234.0,2,"571,99,653,199|985,517,1114,684","375.000,128.000","440.000,128.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","347.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,392.0,0.0,392.0
train,game2-Clip2-0165_jpg.rf.cf21244e61ebc74da33e40a9e8aa0f08.jpg,game2,Clip2,0165.jpg,165,1280,720,1,824,224,0,1,817.0,217,831.0,231,824.0,224.0,2,"581.000,100.000,661.000,199.000|1008.000,519.000,1113.000,683.000","375.000,128.000","440.000,128.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","347.000,421.000","636.000,421.000","928.000,422.000","182.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",mirrored,368.0,0.0,0.0,368.0
train,game2-Clip2-0166_jpg.rf.75c0a4a3b06b8d36adeff402eaff32cc.jpg,game2,Clip2,0166.jpg,166,1280,720,1,815,213,0,1,808.0,206,822.0,220,815.0,213.0,2,"599,101,672,197|1012,521,1112,683","375.000,128.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","347.000,421.000","636.000,422.000","928.000,422.000","182.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,350.0,0.0,350.0
valid,game2-Clip2-0167_jpg.rf.e67af19bbd533c728adf8eba7c9985f1.jpg,game2,Clip2,0167.jpg,167,1280,720,1,808,207,0,1,801.0,200,815.0,214,808.0,207.0,2,"607,103,681,199|1011,521,1112,683","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","347.000,421.000","636.000,421.000","929.000,421.000","182.000,574.000","295.000,574.000","979.000,574.000","1094.000,574.000",direct,0.0,336.0,0.0,336.0
train,game2-Clip2-0168_jpg.rf.53d33b408914c35ab74885d89cc2465e.jpg,game2,Clip2,0168.jpg,168,1280,720,1,800,200,0,1,793.0,193,807.0,207,800.0,200.0,2,"611,105,697,201|1008,520,1113,683","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","347.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","979.000,574.000","1094.000,574.000",direct,0.0,320.0,0.0,320.0
train,game2-Clip2-0169_jpg.rf.35316710d7cfc7456daa529c18bf13e6.jpg,game2,Clip2,0169.jpg,169,1280,720,1,789,191,0,1,782.0,184,796.0,198,789.0,191.0,2,"612,108,710,200|1005,516,1113,683","375.000,128.000","440.000,128.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,298.0,0.0,298.0
train,game2-Clip2-0170_jpg.rf.4459c134870bf71d2875029a0f39846f.jpg,game2,Clip2,0170.jpg,170,1280,720,1,783,190,0,1,776.0,183,790.0,197,783.0,190.0,2,"615,111,724,198|998,514,1112,683","375.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","347.000,421.000","636.000,421.000","928.000,421.000","182.000,574.000","295.000,574.000","977.000,573.000","1092.000,573.000",direct,0.0,286.0,0.0,286.0
train,game2-Clip2-0171_jpg.rf.c2418f01da4e89cef59b621d97000e2c.jpg,game2,Clip2,0171.jpg,171,1280,720,1,773,186,0,1,766.0,179,780.0,193,773.0,186.0,2,"619,115,731,199|988,507,1112,680","375.000,129.000","440.000,129.000","833.000,128.000","900.000,128.000","420.000,194.000","636.000,194.000","855.000,194.000","347.000,422.000","636.000,422.000","928.000,422.000","182.000,574.000","295.000,574.000","977.000,574.000","1093.000,574.000",direct,0.0,266.0,0.0,266.0
valid,game2-Clip2-0172_jpg.rf.417c7fd24799741909c3a0db27dd9bd8.jpg,game2,Clip2,0172.jpg,172,1280,720,1,771,184,0,1,764.0,177,778.0,191,771.0,184.0,2,"627,119,749,200|979,504,1112,677","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,422.000","928.000,422.000","182.000,574.000","295.000,574.000","978.000,575.000","1093.000,575.000",direct,0.0,262.0,0.0,262.0
train,game2-Clip2-0173_jpg.rf.d391ce76c5fe85ce5599ffd548a7397c.jpg,game2,Clip2,0173.jpg,173,1280,720,1,766,179,0,1,759.0,172,773.0,186,766.0,179.0,2,"636.000,128.000,759.000,200.000|974.000,502.000,1079.000,671.000","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,422.000","929.000,422.000","181.000,574.000","295.000,575.000","979.000,575.000","1094.000,575.000",mirrored,252.0,0.0,0.0,252.0
train,game2-Clip2-0174_jpg.rf.848ce2e7559c915a737813f015a13abe.jpg,game2,Clip2,0174.jpg,174,1280,720,1,761,173,0,1,754.0,166,768.0,180,761.0,173.0,3,"643,129,758,200|618,0,663,58|963,501,1073,671","375.000,128.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,422.000","928.000,422.000","181.000,574.000","295.000,574.000","978.000,575.000","1093.000,575.000",direct,0.0,242.0,0.0,242.0
train,game2-Clip2-0175_jpg.rf.8052fd7eb478377c3d33ed21939cb652.jpg,game2,Clip2,0175.jpg,175,1280,720,1,757,168,0,1,750.0,161,764.0,175,757.0,168.0,3,"656,130,755,198|618,0,663,58|954,499,1051,669","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","636.000,422.000","928.000,422.000","181.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,234.0,0.0,234.0
train,game2-Clip2-0176_jpg.rf.903dd9234e2210fb48ecbd3b4d1923c0.jpg,game2,Clip2,0176.jpg,176,1280,720,1,753,167,0,1,746.0,160,760.0,174,753.0,167.0,3,"671,130,760,199|618,0,663,58|949,496,1048,670","374.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","347.000,421.000","636.000,422.000","929.000,422.000","182.000,574.000","295.000,574.000","979.000,575.000","1095.000,575.000",direct,0.0,226.0,0.0,226.0
train,game2-Clip2-0177_jpg.rf.dc8e293365644ed965f2955f677b2665.jpg,game2,Clip2,0177.jpg,177,1280,720,1,749,164,0,1,742.0,157,756.0,171,749.0,164.0,3,"684,128,764,199|618,0,663,58|944,490,1045,670","375.000,128.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","635.000,422.000","928.000,422.000","181.000,574.000","295.000,574.000","977.000,575.000","1092.000,575.000",direct,0.0,218.0,0.0,218.0
train,game2-Clip2-0178_jpg.rf.d39b480fac1350af5072bb7cfc0dbfd3.jpg,game2,Clip2,0178.jpg,178,1280,720,1,745,161,0,1,738.0,154,752.0,168,745.0,161.0,3,"695.000,126.000,767.000,199.000|618.000,0.000,663.000,58.000|930.000,488.000,1039.000,669.000","375.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,194.000","346.000,421.000","635.000,421.000","927.000,421.000","181.000,574.000","294.000,574.000","976.000,574.000","1092.000,574.000",mirrored,210.0,0.0,0.0,210.0
train,game2-Clip2-0179_jpg.rf.6c54509549f31e98708524b4cbb8fbac.jpg,game2,Clip2,0179.jpg,179,1280,720,1,742,160,0,1,735.0,153,749.0,167,742.0,160.0,2,"708,126,771,198|919,483,1032,663","375.000,129.000","441.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","635.000,421.000","927.000,421.000","180.000,574.000","294.000,574.000","976.000,574.000","1091.000,574.000",direct,0.0,204.0,0.0,204.0
train,game2-Clip2-0180_jpg.rf.8e36689d07ac66e1430f88ab29493bcb.jpg,game2,Clip2,0180.jpg,180,1280,720,1,736,159,0,1,729.0,152,743.0,166,736.0,159.0,3,"711,125,774,198|618,0,663,58|916,481,1018,658","375.000,129.000","441.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,195.000","346.000,421.000","635.000,421.000","927.000,422.000","180.000,574.000","294.000,574.000","977.000,575.000","1092.000,575.000",direct,0.0,192.0,0.0,192.0
valid,game2-Clip2-0181_jpg.rf.acc498359b69e4f1961b15ae851832e6.jpg,game2,Clip2,0181.jpg,181,1280,720,1,731,158,0,1,724.0,151,738.0,165,731.0,158.0,3,"719,126,779,197|618,0,663,58|907,481,995,654","375.000,129.000","441.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","180.000,574.000","294.000,574.000","978.000,574.000","1094.000,574.000",direct,0.0,182.0,0.0,182.0
train,game2-Clip2-0182_jpg.rf.c74fbe589593fbafc680f18593fb6197.jpg,game2,Clip2,0182.jpg,182,1280,720,1,725,162,0,1,718.0,155,732.0,169,725.0,162.0,3,"722,124,789,199|618,0,663,58|899,477,979,650","375.000,129.000","441.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","180.000,574.000","294.000,574.000","978.000,574.000","1094.000,574.000",direct,0.0,170.0,0.0,170.0
valid,game2-Clip2-0183_jpg.rf.a1f5afbb4c602e925f31eafc1dd1582f.jpg,game2,Clip2,0183.jpg,183,1280,720,1,722,162,0,1,715.0,155,729.0,169,722.0,162.0,2,"726,123,795,200|889,474,961,643","375.000,129.000","440.000,129.000","834.000,129.000","900.000,129.000","420.000,194.000","637.000,194.000","855.000,195.000","346.000,421.000","636.000,421.000","929.000,421.000","181.000,574.000","295.000,574.000","979.000,574.000","1094.000,574.000",direct,0.0,164.0,0.0,164.0
train,game2-Clip2-0184_jpg.rf.ccedc7c6ecfa82a02243e191afd6e6f3.jpg,game2,Clip2,0184.jpg,184,1280,720,1,718,166,0,1,711.0,159,725.0,173,718.0,166.0,2,"735.000,122.000,801.000,199.000|881.000,469.000,953.000,643.000","375.000,128.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,194.000","346.000,421.000","636.000,421.000","929.000,421.000","181.000,574.000","295.000,574.000","978.000,574.000","1094.000,574.000",mirrored,156.0,0.0,0.0,156.0
train,game2-Clip2-0185_jpg.rf.437da25e314e609472b5cc6775f46b68.jpg,game2,Clip2,0185.jpg,185,1280,720,1,712,172,0,1,705.0,165,719.0,179,712.0,172.0,2,"744,121,807,199|868,462,951,643","375.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,194.000","347.000,421.000","636.000,421.000","928.000,421.000","182.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,144.0,0.0,144.0
train,game2-Clip2-0186_jpg.rf.95e30891f70de89bd875d02cb61d11c9.jpg,game2,Clip2,0186.jpg,186,1280,720,1,707,174,0,1,700.0,167,714.0,181,707.0,174.0,2,"753,118,812,198|851,457,949,640","375.000,129.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,194.000","347.000,421.000","636.000,421.000","928.000,421.000","182.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,134.0,0.0,134.0
train,game2-Clip2-0187_jpg.rf.ee54b9f194b3a44fd4a981d71b927507.jpg,game2,Clip2,0187.jpg,187,1280,720,1,702,181,0,1,695.0,174,709.0,188,702.0,181.0,2,"759,117,814,197|833,453,949,635","374.000,128.000","440.000,129.000","833.000,129.000","900.000,129.000","420.000,194.000","636.000,194.000","855.000,195.000","346.000,421.000","636.000,422.000","928.000,422.000","182.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,124.0,0.0,124.0
train,game2-Clip2-0188_jpg.rf.2717650905b713f705ddcfb7d1d490ea.jpg,game2,Clip2,0188.jpg,188,1280,720,1,695,188,0,1,688.0,181,702.0,195,695.0,188.0,2,"761,117,820,198|822,454,945,626","375.000,129.000","440.000,129.000","833.000,129.000","899.000,129.000","420.000,194.000","636.000,194.000","854.000,194.000","346.000,421.000","636.000,421.000","928.000,421.000","181.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,110.0,0.0,110.0
train,game2-Clip2-0189_jpg.rf.22fb15a00f7cddf23d62d78799371b89.jpg,game2,Clip2,0189.jpg,189,1280,720,1,689,196,0,1,682.0,189,696.0,203,689.0,196.0,2,"764,112,825,198|815,452,937,616","374.000,128.000","440.000,128.000","833.000,128.000","900.000,128.000","420.000,194.000","636.000,194.000","855.000,194.000","347.000,422.000","636.000,421.000","928.000,421.000","182.000,574.000","295.000,574.000","978.000,574.000","1093.000,574.000",direct,0.0,98.0,0.0,98.0
train,game2-Clip2-0190_jpg.rf.e08491e9e516fa667fd9471955ffc8ed.jpg,game2,Clip2,0190.jpg,190,1280,720,1,686,205,0,1,679.0,198,693.0,212,686.0,205.0,2,"764.000,109.000,837.000,200.000|814.000,452.000,926.000,611.000","374.000,128.000","440.000,128.000","833.000,128.000","900.000,128.000","420.000,194.000","636.000,194.000","854.000,194.000","347.000,421.000","635.000,421.000","928.000,421.000","182.000,574.000","296.000,574.000","977.000,573.000","1092.000,573.000",mirrored,92.0,0.0,0.0,92.0
